LL001445_R,LL001431_F,LL001445_R_+_LL001431_F
LL001462_R,LL001448_F,LL001462_R_+_LL001448_F
LL001496_R,LL001482_F,LL001496_R_+_LL001482_F
PT000131_PT013205_R,PT000137_PT013211_F,PT000131_PT013205_R_+_PT000137_PT013211_F
PT000182_VB01237_VB01929_VB05607_R,PT000180_VB01217_VB01920_F,PT000182_VB01237_VB01929_VB05607_R_+_PT000180_VB01217_VB01920_F
PT002354_R,PT002341_F,PT002354_R_+_PT002341_F
VB04640_R,VB04635_F,VB04640_R_+_VB04635_F
PT002261_R,PT002260_F,PT002261_R_+_PT002260_F
PT002267_R,PT002266_F,PT002267_R_+_PT002266_F
PT004651_R,PT004652_F,PT004651_R_+_PT004652_F
PT012070_VB04466_R,PT012069_VB04468_F,PT012070_VB04466_R_+_PT012069_VB04468_F
PT016983_PT018696_R,PT016984_PT018697_F,PT016983_PT018696_R_+_PT016984_PT018697_F
VB00339_R,VB00341_F,VB00339_R_+_VB00341_F
VB01958_R,VB01960_F,VB01958_R_+_VB01960_F
PT018608_VB03533_R,PT018614_VB03538_F,PT018608_VB03533_R_+_PT018614_VB03538_F
VB00189_VB04174_R,PT001476_PT013797_VB04187_F,VB00189_VB04174_R_+_PT001476_PT013797_VB04187_F
LL001643_R,LL001644_F,LL001643_R_+_LL001644_F
LL001958_R,LL001956_F,LL001958_R_+_LL001956_F
LL001405_R,LL001410_F,LL001405_R_+_LL001410_F
LL001507_R,LL001512_F,LL001507_R_+_LL001512_F
LL001528_R,LL001533_F,LL001528_R_+_LL001533_F
LL001828_R,LL001831_F,LL001828_R_+_LL001831_F
PT000901_VB03669_R,VB05498_F,PT000901_VB03669_R_+_VB05498_F
LL001161_R,LL001166_F,LL001161_R_+_LL001166_F
LL001260_R,LL001265_F,LL001260_R_+_LL001265_F
PT003328_PT003361_VB01326_R,PT003327_PT003360_VB01349_F,PT003328_PT003361_VB01326_R_+_PT003327_PT003360_VB01349_F
VB00980_R,VB03916_F,VB00980_R_+_VB03916_F
VB01327_R,VB01351_F,VB01327_R_+_VB01351_F
LL001174_R,LL001177_F,LL001174_R_+_LL001177_F
LL001373_R,LL001376_F,LL001373_R_+_LL001376_F
PT003110_PT014156_VB04017_R,PT003109_PT003113_PT014155_F,PT003110_PT014156_VB04017_R_+_PT003109_PT003113_PT014155_F
VB04640_R,VB04638_F,VB04640_R_+_VB04638_F
LL001316_R,LL001312_F,LL001316_R_+_LL001312_F
LL001339_R,LL001335_F,LL001339_R_+_LL001335_F
LL001598_R,LL001594_F,LL001598_R_+_LL001594_F
LL001683_R,LL001679_F,LL001683_R_+_LL001679_F
LL001772_R,LL001771_F,LL001772_R_+_LL001771_F
LL000755_R,LL001637_F,LL000755_R_+_LL001637_F
LL000798_R,LL001578_F,LL000798_R_+_LL001578_F
LL001544_R,LL001540_F,LL001544_R_+_LL001540_F
LL000828_R,LL001557_F,LL000828_R_+_LL001557_F
LL000922_R,LL001396_F,LL000922_R_+_LL001396_F
LL000948_R,LL001371_F,LL000948_R_+_LL001371_F
LL001081_R,LL001198_F,LL001081_R_+_LL001198_F
LL001276_R,LL001272_F,LL001276_R_+_LL001272_F
LL001306_R,LL001302_F,LL001306_R_+_LL001302_F
LL001588_R,LL001584_F,LL001588_R_+_LL001584_F
PT001702_VB01411_VB01935_R,PT001703_VB01406_F,PT001702_VB01411_VB01935_R_+_PT001703_VB01406_F
PT002273_PT013985_R,PT002274_PT013986_F,PT002273_PT013985_R_+_PT002274_PT013986_F
LL000808_R,LL000818_F,LL000808_R_+_LL000818_F
LL000844_R,LL000854_F,LL000844_R_+_LL000854_F
LL000859_R,LL000869_F,LL000859_R_+_LL000869_F
LL000874_R,LL000884_F,LL000874_R_+_LL000884_F
PT001529_PT013842_R,PT001527_PT013840_F,PT001529_PT013842_R_+_PT001527_PT013840_F
PT001536_PT013848_VB04201_R,PT001534_PT013846_VB04203_F,PT001536_PT013848_VB04201_R_+_PT001534_PT013846_VB04203_F
PT001675_VB01652_VB01898_R,PT000050_PT001980_PT009998_PT010018_VB01662_VB03897_F,PT001675_VB01652_VB01898_R_+_PT000050_PT001980_PT009998_PT010018_VB01662_VB03897_F
PT002075_VB02088_R,PT004966_PT007819_PT022532_PT022630_VB02090_F,PT002075_VB02088_R_+_PT004966_PT007819_PT022532_PT022630_VB02090_F
PT002077_VB02124_R,PT004967_PT007820_PT022533_PT022631_VB02126_F,PT002077_VB02124_R_+_PT004967_PT007820_PT022533_PT022631_VB02126_F
PT002079_VB02177_R,PT002481_PT002668_PT004968_PT007821_PT022534_PT022632_VB02179_VB05776_F,PT002079_VB02177_R_+_PT002481_PT002668_PT004968_PT007821_PT022534_PT022632_VB02179_VB05776_F
PT002646_VB02148_R,PT002652_F,PT002646_VB02148_R_+_PT002652_F
LL001853_R,LL001861_F,LL001853_R_+_LL001861_F
VB01321_R,VB01302_F,VB01321_R_+_VB01302_F
VB03667_R,PT000905_VB03676_F,VB03667_R_+_PT000905_VB03676_F
PT006335_VB04166_R,PT006336_VB04165_F,PT006335_VB04166_R_+_PT006336_VB04165_F
PT006340_R,PT006341_F,PT006340_R_+_PT006341_F
PT011580_R,PT011579_F,PT011580_R_+_PT011579_F
PT011590_R,PT011589_F,PT011590_R_+_PT011589_F
PT011598_R,PT011597_F,PT011598_R_+_PT011597_F
VB00206_R,VB00205_F,VB00206_R_+_VB00205_F
VB02867_R,VB04813_F,VB02867_R_+_VB04813_F
VB04798_R,VB04797_F,VB04798_R_+_VB04797_F
LL000550_R,LL000549_F,LL000550_R_+_LL000549_F
PT001472_PT013793_VB04184_R,PT001059_PT001468_PT007431_PT013491_PT013789_F,PT001472_PT013793_VB04184_R_+_PT001059_PT001468_PT007431_PT013491_PT013789_F
PT000809_PT007093_PT013427_PT014381_VB04398_R,PT000804_PT003386_PT004260_PT007089_PT013423_PT014190_PT014377_VB04314_VB04399_F,PT000809_PT007093_PT013427_PT014381_VB04398_R_+_PT000804_PT003386_PT004260_PT007089_PT013423_PT014190_PT014377_VB04314_VB04399_F
PT001308_PT001386_PT013666_PT013717_R,PT001303_PT002799_PT013661_F,PT001308_PT001386_PT013666_PT013717_R_+_PT001303_PT002799_PT013661_F
PT001323_PT013680_R,PT001318_PT013675_F,PT001323_PT013680_R_+_PT001318_PT013675_F
PT001818_PT013913_R,PT001806_PT013901_F,PT001818_PT013913_R_+_PT001806_PT013901_F
PT001880_R,PT001877_PT004696_PT014278_F,PT001880_R_+_PT001877_PT004696_PT014278_F
PT004634_VB01949_R,PT000079_PT009994_VB01458_F,PT004634_VB01949_R_+_PT000079_PT009994_VB01458_F
PT007101_PT014389_VB04408_R,PT000805_PT003387_PT007096_PT013424_PT014191_PT014384_VB04316_VB04409_VB05687_F,PT007101_PT014389_VB04408_R_+_PT000805_PT003387_PT007096_PT013424_PT014191_PT014384_VB04316_VB04409_VB05687_F
PT018623_VB03548_R,PT018624_VB01462_VB03549_VB03627_F,PT018623_VB03548_R_+_PT018624_VB01462_VB03549_VB03627_F
PT021984_PT021997_PT022009_PT022019_VB03698_R,PT021982_PT021995_VB03699_F,PT021984_PT021997_PT022009_PT022019_VB03698_R_+_PT021982_PT021995_VB03699_F
PT021992_PT022005_PT022015_PT022025_VB03703_R,PT021990_PT022003_PT022014_PT022024_F,PT021992_PT022005_PT022015_PT022025_VB03703_R_+_PT021990_PT022003_PT022014_PT022024_F
VB05924_R,VB05925_F,VB05924_R_+_VB05925_F
LL000957_R,LL000955_F,LL000957_R_+_LL000955_F
PT018580_VB03460_R,PT018576_VB03456_F,PT018580_VB03460_R_+_PT018576_VB03456_F
LL001213_R,LL001215_F,LL001213_R_+_LL001215_F
LL001352_R,LL001354_F,LL001352_R_+_LL001354_F
LL001424_R,LL001426_F,LL001424_R_+_LL001426_F
LL001443_R,LL001445_F,LL001443_R_+_LL001445_F
LL001460_R,LL001462_F,LL001460_R_+_LL001462_F
LL001494_R,LL001496_F,LL001494_R_+_LL001496_F
PT000171_VB01235_R,PT000182_VB01237_VB01929_VB05607_F,PT000171_VB01235_R_+_PT000182_VB01237_VB01929_VB05607_F
PT002352_R,PT002354_F,PT002352_R_+_PT002354_F
LL001618_R,LL000769_F,LL001618_R_+_LL000769_F
PT001300_PT013658_R,PT001307_PT002801_PT013665_F,PT001300_PT013658_R_+_PT001307_PT002801_PT013665_F
PT001315_PT013672_R,PT001322_PT013679_F,PT001315_PT013672_R_+_PT001322_PT013679_F
PT007102_PT014390_VB04410_R,PT003502_PT007095_PT014237_PT014383_PT016096_PT016097_VB04315_VB04402_VB05688_F,PT007102_PT014390_VB04410_R_+_PT003502_PT007095_PT014237_PT014383_PT016096_PT016097_VB04315_VB04402_VB05688_F
PT018626_VB03551_R,PT014403_PT018615_VB03540_VB03625_F,PT018626_VB03551_R_+_PT014403_PT018615_VB03540_VB03625_F
VB03305_R,VB03299_F,VB03305_R_+_VB03299_F
LL000317_R,LL000315_F,LL000317_R_+_LL000315_F
LL001617_R,LL000770_F,LL001617_R_+_LL000770_F
LL001360_R,LL000963_F,LL001360_R_+_LL000963_F
PT001303_PT002799_PT013661_R,PT001312_PT013670_F,PT001303_PT002799_PT013661_R_+_PT001312_PT013670_F
PT001318_PT013675_R,PT001327_PT013684_F,PT001318_PT013675_R_+_PT001327_PT013684_F
PT018624_VB01462_VB03549_VB03627_R,PT018616_VB03541_F,PT018624_VB01462_VB03549_VB03627_R_+_PT018616_VB03541_F
VB03304_R,VB03300_F,VB03304_R_+_VB03300_F
LL000792_R,LL000789_F,LL000792_R_+_LL000789_F
LL000992_R,LL000989_F,LL000992_R_+_LL000989_F
LL001003_R,LL001000_F,LL001003_R_+_LL001000_F
PT001453_PT013776_R,PT001455_PT013778_F,PT001453_PT013776_R_+_PT001455_PT013778_F
PT005109_R,PT005095_PT005112_F,PT005109_R_+_PT005095_PT005112_F
PT005129_VB00958_R,PT005038_PT005040_PT005099_PT005133_F,PT005129_VB00958_R_+_PT005038_PT005040_PT005099_PT005133_F
PT005130_R,PT005134_F,PT005130_R_+_PT005134_F
PT018600_VB03487_R,PT018597_VB03484_F,PT018600_VB03487_R_+_PT018597_VB03484_F
PT000155_PT013227_R,PT000156_PT013228_VB04573_F,PT000155_PT013227_R_+_PT000156_PT013228_VB04573_F
PT000157_PT013229_R,PT000158_PT013230_F,PT000157_PT013229_R_+_PT000158_PT013230_F
PT000165_PT013237_R,PT000166_PT013238_F,PT000165_PT013237_R_+_PT000166_PT013238_F
PT000168_PT000691_PT013240_PT013361_R,PT000169_PT000700_PT013241_PT013370_F,PT000168_PT000691_PT013240_PT013361_R_+_PT000169_PT000700_PT013241_PT013370_F
PT000225_PT013260_R,PT000227_PT013262_F,PT000225_PT013260_R_+_PT000227_PT013262_F
PT000680_PT013351_VB04576_R,PT000689_PT013360_F,PT000680_PT013351_VB04576_R_+_PT000689_PT013360_F
LL001642_R,LL001641_F,LL001642_R_+_LL001641_F
PT001461_PT013783_VB04147_R,PT001464_PT013786_VB04146_F,PT001461_PT013783_VB04147_R_+_PT001464_PT013786_VB04146_F
PT001792_PT013887_R,PT001787_PT013882_F,PT001792_PT013887_R_+_PT001787_PT013882_F
PT005714_PT005718_PT005726_PT005727_PT005728_PT005729_PT005730_PT014289_VB02924_R,PT005716_PT005720_PT014291_F,PT005714_PT005718_PT005726_PT005727_PT005728_PT005729_PT005730_PT014289_VB02924_R_+_PT005716_PT005720_PT014291_F
PT000226_PT013261_R,PT000227_PT013262_F,PT000226_PT013261_R_+_PT000227_PT013262_F
LL001225_R,LL001064_F,LL001225_R_+_LL001064_F
LL001241_R,LL001063_F,LL001241_R_+_LL001063_F
LL001287_R,LL001024_F,LL001287_R_+_LL001024_F
LL001324_R,LL000993_F,LL001324_R_+_LL000993_F
LL001472_R,LL000903_F,LL001472_R_+_LL000903_F
LL000720_R,LL000721_F,LL000720_R_+_LL000721_F
PT003073_PT014134_R,PT003066_PT014127_F,PT003073_PT014134_R_+_PT003066_PT014127_F
PT003081_PT014142_VB03427_R,PT003074_PT014135_VB03428_F,PT003081_PT014142_VB03427_R_+_PT003074_PT014135_VB03428_F
PT003089_PT014150_R,PT003082_PT014143_F,PT003089_PT014150_R_+_PT003082_PT014143_F
VB00720_R,VB05894_F,VB00720_R_+_VB05894_F
PT011413_PT011428_VB04296_R,PT011412_PT011427_PT016614_VB04297_F,PT011413_PT011428_VB04296_R_+_PT011412_PT011427_PT016614_VB04297_F
PT021897_PT021929_VB04101_R,PT021920_PT021952_VB04102_F,PT021897_PT021929_VB04101_R_+_PT021920_PT021952_VB04102_F
PT021899_PT021931_VB04105_R,PT021922_PT021954_VB04106_F,PT021899_PT021931_VB04105_R_+_PT021922_PT021954_VB04106_F
PT021911_PT021943_R,PT021924_PT021956_VB04122_F,PT021911_PT021943_R_+_PT021924_PT021956_VB04122_F
VB03420_R,VB03421_F,VB03420_R_+_VB03421_F
VB05280_R,VB05281_F,VB05280_R_+_VB05281_F
LL000900_R,LL000891_F,LL000900_R_+_LL000891_F
LL000941_R,LL000932_F,LL000941_R_+_LL000932_F
LL001021_R,LL001012_F,LL001021_R_+_LL001012_F
LL001133_R,LL001124_F,LL001133_R_+_LL001124_F
LL001914_R,LL001910_F,LL001914_R_+_LL001910_F
PT004938_PT007792_PT022508_PT022606_VB02329_R,PT012593_VB02327_F,PT004938_PT007792_PT022508_PT022606_VB02329_R_+_PT012593_VB02327_F
PT004939_PT007793_PT022509_PT022607_VB02416_R,PT012595_VB02414_F,PT004939_PT007793_PT022509_PT022607_VB02416_R_+_PT012595_VB02414_F
PT004940_PT007794_PT022510_PT022608_VB02431_R,PT012597_VB02428_F,PT004940_PT007794_PT022510_PT022608_VB02431_R_+_PT012597_VB02428_F
PT004941_PT007795_PT022511_PT022609_VB02450_R,PT012599_VB02447_F,PT004941_PT007795_PT022511_PT022609_VB02450_R_+_PT012599_VB02447_F
PT004942_PT007796_PT022512_PT022610_VB02464_R,PT012601_VB02461_F,PT004942_PT007796_PT022512_PT022610_VB02464_R_+_PT012601_VB02461_F
PT011411_PT011426_VB04300_R,PT011412_PT011427_PT016614_VB04297_F,PT011411_PT011426_VB04300_R_+_PT011412_PT011427_PT016614_VB04297_F
LL000717_R,LL001640_F,LL000717_R_+_LL001640_F
LL001110_R,LL001116_F,LL001110_R_+_LL001116_F
LL001141_R,LL001147_F,LL001141_R_+_LL001147_F
LL000052_R,LL000050_F,LL000052_R_+_LL000050_F
LL000728_R,LL000734_F,LL000728_R_+_LL000734_F
LL000809_R,LL000815_F,LL000809_R_+_LL000815_F
LL000845_R,LL000851_F,LL000845_R_+_LL000851_F
LL000860_R,LL000866_F,LL000860_R_+_LL000866_F
LL000875_R,LL000881_F,LL000875_R_+_LL000881_F
LL000909_R,LL000915_F,LL000909_R_+_LL000915_F
LL001036_R,LL001042_F,LL001036_R_+_LL001042_F
PT000887_PT013446_R,PT000881_PT013440_F,PT000887_PT013446_R_+_PT000881_PT013440_F
PT002641_VB02146_R,PT002658_VB02159_F,PT002641_VB02146_R_+_PT002658_VB02159_F
PT017385_VB04499_R,PT017383_VB04500_F,PT017385_VB04499_R_+_PT017383_VB04500_F
PT018585_VB03468_R,PT018587_VB03470_F,PT018585_VB03468_R_+_PT018587_VB03470_F
VB03419_R,VB03421_F,VB03419_R_+_VB03421_F
LL000145_R,LL000144_F,LL000145_R_+_LL000144_F
LL000479_R,LL000478_F,LL000479_R_+_LL000478_F
LL001167_R,LL001157_F,LL001167_R_+_LL001157_F
LL001266_R,LL001256_F,LL001266_R_+_LL001256_F
LL001411_R,LL001401_F,LL001411_R_+_LL001401_F
LL001513_R,LL001503_F,LL001513_R_+_LL001503_F
LL001534_R,LL001524_F,LL001534_R_+_LL001524_F
LL001647_R,LL001645_F,LL001647_R_+_LL001645_F
LL001685_R,LL001686_F,LL001685_R_+_LL001686_F
PT000902_VB00593_R,VB06140_F,PT000902_VB00593_R_+_VB06140_F
LL000788_R,LL000785_F,LL000788_R_+_LL000785_F
LL000988_R,LL000985_F,LL000988_R_+_LL000985_F
LL000999_R,LL000996_F,LL000999_R_+_LL000996_F
PT002204_PT013967_R,PT000368_PT013313_F,PT002204_PT013967_R_+_PT000368_PT013313_F
PT018596_VB03483_R,PT018594_VB03481_F,PT018596_VB03483_R_+_PT018594_VB03481_F
VB06176_R,VB06175_F,VB06176_R_+_VB06175_F
PT001482_PT013803_VB04173_R,PT001473_PT013794_VB04185_F,PT001482_PT013803_VB04173_R_+_PT001473_PT013794_VB04185_F
PT003344_PT003377_VB01622_R,PT003334_PT003367_VB01635_F,PT003344_PT003377_VB01622_R_+_PT003334_PT003367_VB01635_F
LL001166_R,LL001160_F,LL001166_R_+_LL001160_F
LL001265_R,LL001259_F,LL001265_R_+_LL001259_F
LL001410_R,LL001404_F,LL001410_R_+_LL001404_F
LL001512_R,LL001506_F,LL001512_R_+_LL001506_F
LL001533_R,LL001527_F,LL001533_R_+_LL001527_F
VB01351_R,VB01324_F,VB01351_R_+_VB01324_F
VB01352_R,VB01325_F,VB01352_R_+_VB01325_F
VB03916_R,VB03914_VB05699_F,VB03916_R_+_VB03914_VB05699_F
VB05498_R,PT000907_VB03668_F,VB05498_R_+_PT000907_VB03668_F
LL000889_R,LL000899_F,LL000889_R_+_LL000899_F
LL000930_R,LL000940_F,LL000930_R_+_LL000940_F
PT000134_PT013208_R,PT000128_PT013202_F,PT000134_PT013208_R_+_PT000128_PT013202_F
PT000189_R,PT000188_VB01214_VB01919_F,PT000189_R_+_PT000188_VB01214_VB01919_F
LL001010_R,LL001020_F,LL001010_R_+_LL001020_F
LL001122_R,LL001132_F,LL001122_R_+_LL001132_F
VB00055_R,VB00056_F,VB00055_R_+_VB00056_F
VB03906_R,PT021057_PT021058_PT021114_PT021115_PT021175_PT021176_PT021233_PT021234_PT021291_PT021292_PT021349_PT021350_F,VB03906_R_+_PT021057_PT021058_PT021114_PT021115_PT021175_PT021176_PT021233_PT021234_PT021291_PT021292_PT021349_PT021350_F
VB04638_R,VB04634_F,VB04638_R_+_VB04634_F
PT000176_VB01234_VB01927_R,PT000183_VB01227_F,PT000176_VB01234_VB01927_R_+_PT000183_VB01227_F
LL001212_R,LL001206_F,LL001212_R_+_LL001206_F
LL001351_R,LL001345_F,LL001351_R_+_LL001345_F
LL001423_R,LL001417_F,LL001423_R_+_LL001417_F
LL001442_R,LL001436_F,LL001442_R_+_LL001436_F
LL001459_R,LL001453_F,LL001459_R_+_LL001453_F
LL001493_R,LL001487_F,LL001493_R_+_LL001487_F
PT000132_PT013206_R,PT000125_PT013199_F,PT000132_PT013206_R_+_PT000125_PT013199_F
PT002351_R,PT002346_F,PT002351_R_+_PT002346_F
PT000697_PT013367_R,PT000695_PT013365_F,PT000697_PT013367_R_+_PT000695_PT013365_F
LL001232_R,LL001230_F,LL001232_R_+_LL001230_F
LL001248_R,LL001246_F,LL001248_R_+_LL001246_F
LL001294_R,LL001292_F,LL001294_R_+_LL001292_F
LL001331_R,LL001329_F,LL001331_R_+_LL001329_F
LL001479_R,LL001477_F,LL001479_R_+_LL001477_F
PT000232_PT013267_R,PT000220_PT013255_F,PT000232_PT013267_R_+_PT000220_PT013255_F
PT000686_PT013357_VB04577_R,PT000684_PT013355_F,PT000686_PT013357_VB04577_R_+_PT000684_PT013355_F
VB03373_R,VB03371_F,VB03373_R_+_VB03371_F
VB04383_R,VB04382_F,VB04383_R_+_VB04382_F
VB04385_R,VB04384_F,VB04385_R_+_VB04384_F
VB04393_VB04415_R,VB04392_VB04414_F,VB04393_VB04415_R_+_VB04392_VB04414_F
LL001160_R,LL001156_F,LL001160_R_+_LL001156_F
LL001259_R,LL001255_F,LL001259_R_+_LL001255_F
LL001404_R,LL001400_F,LL001404_R_+_LL001400_F
LL001506_R,LL001502_F,LL001506_R_+_LL001502_F
LL001527_R,LL001523_F,LL001527_R_+_LL001523_F
PT000907_VB03668_R,VB06139_F,PT000907_VB03668_R_+_VB06139_F
PT000926_R,PT000918_F,PT000926_R_+_PT000918_F
VB01324_R,VB01304_F,VB01324_R_+_VB01304_F
VB01325_R,VB01305_F,VB01325_R_+_VB01305_F
VB03143_R,VB03140_F,VB03143_R_+_VB03140_F
VB03651_R,VB03673_F,VB03651_R_+_VB03673_F
PT021903_PT021935_VB04113_VB04120_R,VB04119_F,PT021903_PT021935_VB04113_VB04120_R_+_VB04119_F
PT021906_PT021938_VB04117_R,PT021917_PT021949_VB04116_F,PT021906_PT021938_VB04117_R_+_PT021917_PT021949_VB04116_F
PT021908_PT021940_R,PT021918_PT021950_F,PT021908_PT021940_R_+_PT021918_PT021950_F
VB00104_R,VB00107_F,VB00104_R_+_VB00107_F
VB00546_R,VB00542_F,VB00546_R_+_VB00542_F
VB00844_R,VB00537_F,VB00844_R_+_VB00537_F
VB00988_R,VB00987_F,VB00988_R_+_VB00987_F
VB02838_R,VB00985_F,VB02838_R_+_VB00985_F
VB02961_R,VB02960_F,VB02961_R_+_VB02960_F
VB03494_R,VB03493_F,VB03494_R_+_VB03493_F
LL001196_R,LL001194_F,LL001196_R_+_LL001194_F
LL001369_R,LL001367_F,LL001369_R_+_LL001367_F
LL001394_R,LL001392_F,LL001394_R_+_LL001392_F
LL001555_R,LL001553_F,LL001555_R_+_LL001553_F
LL001576_R,LL001574_F,LL001576_R_+_LL001574_F
LL001635_R,LL001633_F,LL001635_R_+_LL001633_F
LL000945_R,LL001375_F,LL000945_R_+_LL001375_F
LL001103_R,LL001176_F,LL001103_R_+_LL001176_F
VB01503_R,VB01497_VB02809_F,VB01503_R_+_VB01497_VB02809_F
PT003659_PT003660_VB03158_VB03968_R,PT003655_PT003656_VB03155_VB03966_F,PT003659_PT003660_VB03158_VB03968_R_+_PT003655_PT003656_VB03155_VB03966_F
VB03650_R,VB03671_F,VB03650_R_+_VB03671_F
LL001170_R,LL001120_F,LL001170_R_+_LL001120_F
LL001296_R,LL001008_F,LL001296_R_+_LL001008_F
LL001386_R,LL000928_F,LL001386_R_+_LL000928_F
LL001481_R,LL000887_F,LL001481_R_+_LL000887_F
LL001917_LL001977_R,LL001905_F,LL001917_LL001977_R_+_LL001905_F
PT002442_VB01710_VB03509_VB05744_R,PT002435_VB01689_VB03503_VB05741_F,PT002442_VB01710_VB03509_VB05744_R_+_PT002435_VB01689_VB03503_VB05741_F
PT015347_PT015352_VB04360_R,PT000814_PT003390_PT013428_PT014194_VB04312_VB04350_F,PT015347_PT015352_VB04360_R_+_PT000814_PT003390_PT013428_PT014194_VB04312_VB04350_F
PT015357_PT015366_VB04427_R,PT000815_PT003391_PT013429_PT014195_VB04317_VB04418_F,PT015357_PT015366_VB04427_R_+_PT000815_PT003391_PT013429_PT014195_VB04317_VB04418_F
PT015361_PT015370_VB04456_R,PT000819_PT003395_PT013433_PT014199_VB04323_VB04447_VB05698_F,PT015361_PT015370_VB04456_R_+_PT000819_PT003395_PT013433_PT014199_VB04323_VB04447_VB05698_F
VB00875_R,VB00372_F,VB00875_R_+_VB00372_F
VB01057_R,VB01055_F,VB01057_R_+_VB01055_F
LL000753_R,LL000740_F,LL000753_R_+_LL000740_F
LL000982_R,LL000969_F,LL000982_R_+_LL000969_F
LL001062_R,LL001049_F,LL001062_R_+_LL001049_F
PT000883_PT013442_VB03448_R,PT000882_PT013441_VB03444_F,PT000883_PT013442_VB03448_R_+_PT000882_PT013441_VB03444_F
PT002657_VB02158_R,PT004952_PT007806_PT022517_PT022615_VB01729_VB02147_VB05775_F,PT002657_VB02158_R_+_PT004952_PT007806_PT022517_PT022615_VB01729_VB02147_VB05775_F
VB00670_R,VB00669_F,VB00670_R_+_VB00669_F
VB03790_R,VB03789_F,VB03790_R_+_VB03789_F
VB01008_VB01502_VB02861_R,VB01002_VB01475_VB02856_F,VB01008_VB01502_VB02861_R_+_VB01002_VB01475_VB02856_F
VB04665_R,VB04666_F,VB04665_R_+_VB04666_F
LL001311_R,LL001003_F,LL001311_R_+_LL001003_F
LL001334_R,LL000992_F,LL001334_R_+_LL000992_F
LL001593_R,LL000792_F,LL001593_R_+_LL000792_F
PT005103_R,PT005109_F,PT005103_R_+_PT005109_F
PT005117_R,PT005129_VB00958_F,PT005117_R_+_PT005129_VB00958_F
PT018602_VB03488_R,PT018600_VB03487_F,PT018602_VB03488_R_+_PT018600_VB03487_F
PT025019_PT025042_R,PT025015_PT025038_F,PT025019_PT025042_R_+_PT025015_PT025038_F
PT025066_PT025089_R,PT025062_PT025085_F,PT025066_PT025089_R_+_PT025062_PT025085_F
LL000177_R,LL000176_F,LL000177_R_+_LL000176_F
PT003010_PT011845_VB03948_R,PT003011_PT011846_PT014730_PT014749_VB00510_VB02853_VB03947_F,PT003010_PT011845_VB03948_R_+_PT003011_PT011846_PT014730_PT014749_VB00510_VB02853_VB03947_F
PT001707_VB01408_VB01934_R,PT001701_VB01380_VB01931_F,PT001707_VB01408_VB01934_R_+_PT001701_VB01380_VB01931_F
LL001081_R,LL001083_F,LL001081_R_+_LL001083_F
LL000755_R,LL000757_F,LL000755_R_+_LL000757_F
LL000798_R,LL000800_F,LL000798_R_+_LL000800_F
LL000948_R,LL000950_F,LL000948_R_+_LL000950_F
LL000828_R,LL000830_F,LL000828_R_+_LL000830_F
LL000922_R,LL000924_F,LL000922_R_+_LL000924_F
VB00619_R,VB00620_F,VB00619_R_+_VB00620_F
VB01001_VB01472_R,VB01003_VB01488_VB02857_F,VB01001_VB01472_R_+_VB01003_VB01488_VB02857_F
VB02016_R,VB02017_F,VB02016_R_+_VB02017_F
VB03918_R,VB03921_F,VB03918_R_+_VB03921_F
PT002081_VB02205_R,PT004969_PT007822_PT022535_PT022633_VB02207_F,PT002081_VB02205_R_+_PT004969_PT007822_PT022535_PT022633_VB02207_F
PT002083_VB02214_R,PT022536_PT022634_VB01664_VB02216_F,PT002083_VB02214_R_+_PT022536_PT022634_VB01664_VB02216_F
PT002085_PT002491_PT022591_PT022689_VB02271_R,PT004971_PT007824_PT022537_PT022599_PT022635_PT022697_VB02273_F,PT002085_PT002491_PT022591_PT022689_VB02271_R_+_PT004971_PT007824_PT022537_PT022599_PT022635_PT022697_VB02273_F
PT002087_VB02358_R,PT004972_PT007825_PT022538_PT022636_VB02360_F,PT002087_VB02358_R_+_PT004972_PT007825_PT022538_PT022636_VB02360_F
PT002089_VB02479_R,PT004973_PT007826_PT022539_PT022637_VB02481_F,PT002089_VB02479_R_+_PT004973_PT007826_PT022539_PT022637_VB02481_F
PT003023_PT011858_VB03937_R,PT003012_PT011847_VB03946_F,PT003023_PT011858_VB03937_R_+_PT003012_PT011847_VB03946_F
PT010844_PT018880_R,PT010849_VB03217_F,PT010844_PT018880_R_+_PT010849_VB03217_F
PT025143_PT025200_R,PT025144_PT025201_VB03781_F,PT025143_PT025200_R_+_PT025144_PT025201_VB03781_F
VB00241_R,VB00242_F,VB00241_R_+_VB00242_F
VB00252_R,VB00253_F,VB00252_R_+_VB00253_F
PT001470_PT013791_VB04181_R,PT001485_PT013806_VB04176_F,PT001470_PT013791_VB04181_R_+_PT001485_PT013806_VB04176_F
LL001110_R,LL001118_F,LL001110_R_+_LL001118_F
LL001141_R,LL001149_F,LL001141_R_+_LL001149_F
PT001279_PT013645_R,PT001275_PT013641_PT013697_F,PT001279_PT013645_R_+_PT001275_PT013641_PT013697_F
LL000809_R,LL000817_F,LL000809_R_+_LL000817_F
LL000845_R,LL000853_F,LL000845_R_+_LL000853_F
LL000860_R,LL000868_F,LL000860_R_+_LL000868_F
LL000875_R,LL000883_F,LL000875_R_+_LL000883_F
LL000909_R,LL000917_F,LL000909_R_+_LL000917_F
LL000052_R,LL000051_F,LL000052_R_+_LL000051_F
LL000728_R,LL000735_F,LL000728_R_+_LL000735_F
LL000897_R,LL000890_F,LL000897_R_+_LL000890_F
